transaction_id,customer_id,customer_name,age,gender,city,region,category,product_name,quantity,unit_price,discount_pct,total_amount,payment_method,order_date,order_status,store_id,sales_rep,rating
TXN-130847,CUST-08528,Customer_28062,,Male,  Cape Town  ,Western Cape,Home & Garden,Bookshelf,2,1922.47,0.05,3652.69,Mobile Pay,2024-05-09,Completed,STR-013,Rep_073,3.3
TXN-118404,CUST-19632,Customer_86096,51,Female,Polokwane,Limpopo,food & beverage,Olive Oil,3,123.26,0.0,369.78,,2023-09-14,Completed,STR-009,Rep_078,1.1
TXN-119788,CUST-06940,Customer_25712,31,Other,East London,Eastern Cape,Toys,LEGO Set,1,726.49,0.15,617.52,Credit Card,2022-07-22,Completed,STR-028,Rep_185,2.5
TXN-147770,CUST-15291,Customer_31987,22,Other,Bloemfontein,Free State,Home & Garden,Dining Table,4,5688.04,0.05,21614.55,Credit Card,2022-08-10,Pending,STR-024,,2.0
TXN-133715,CUST-02396,Customer_66847,65,Male,Pretoria,Gauteng,Home & Garden,Garden Chair,2,906.99,0.1,1632.58,,2023-08-18,Pending,STR-012,Rep_075,1.3
TXN-123246,CUST-07553,Customer_88673,38,Male,East London,Eastern Cape,Clothing,Jacket,4,1257.27,0.0,5029.08,Mobile Pay,2022-03-07,Cancelled,STR-021,Rep_136,3.6
TXN-139962,CUST-12444,Customer_17697,21,Female,Johannesburg,Gauteng,Electronics,Laptop,-5,12536.73,0.0,62683.65,Mobile Pay,2024-01-01,Completed,STR-018,Rep_190,1.6
TXN-145597,CUST-04444,Customer_78637,N/A,Other,  Cape Town  ,Western Cape,Home & Garden,Lamp,1,553.66,0.0,553.66,Mobile Pay,2022-12-03,Returned,STR-037,Rep_185,2.0
TXN-154477,CUST-12237,Customer_31646,19,Female,Cape Town,Western Cape,Sports,Bicycle,1,5015.72,0.0,5015.72,Debit Card,2024-05-16,Completed,STR-001,Rep_146,3.6
TXN-172480,CUST-25046,Customer_58532,,Female,Nelspruit,Mpumalanga,Health & Beauty,Hair Dryer,1,715.72,0.0,715.72,Debit Card,,Completed,STR-037,Rep_097,6
TXN-165977,CUST-21107,Customer_22931,69,Other,Bloemfontein,KwaZulu-Natal,Home & Garden,Garden Chair,5,858.94,,4294.7,Debit Card,2023-09-27,Completed,STR-046,Rep_172,3.9
TXN-100752,CUST-10918,Customer_91175,56,Male,Cape Town,Western Cape,Electronics,Smartphone,4,9113.92,0.05,34632.9,EFT,2022-07-03,Returned,STR-042,Rep_098,2.1
TXN-140198,CUST-16792,Customer_28398,59,Other,Cape Town,Western Cape,Food & Beverage,Olive Oil,2,128.38,0.0,256.76,Debit Card,2022-08-29,Completed,STR-027,Rep_010,3.0
TXN-172211,CUST-14515,Customer_2408,69,Female,Polokwane,Limpopo,Health & Beauty,Vitamins,3,195.23,0.0,585.69,Mobile Pay,2023-09-26,Completed,STR-038,Rep_096,1.3
TXN-140860,CUST-07018,Customer_67448,42,Male,Durban,KwaZulu-Natal,Toys,LEGO Set,1,664.31,0.15,564.66,Credit Card,2023-12-21,Completed,STR-009,,
TXN-116280,CUST-24953,Customer_55582,37,Female,  Durban  ,KwaZulu-Natal,HEALTH & BEAUTY,Perfume,3,782.35,0.15,1994.99,Mobile Pay,2024-01-08,Completed,STR-025,,3.6
TXN-125626,CUST-17247,Customer_59004,22,Other,Polokwane,Limpopo,Health & Beauty,Moisturiser,1,256.27,0.0,256.27,Credit Card,2022-07-10,Completed,STR-003,Rep_137,4.0
TXN-137240,CUST-05537,Customer_70897,55,,Port Elizabeth,Eastern Cape,health & beauty,Vitamins,1,207.28,0.15,176.19,,2023-07-07,Completed,STR-007,Rep_108,4.6
TXN-119980,CUST-25184,Customer_53167,21,Female,Polokwane,,sports,Tennis Racket,1,622.36,0.0,622.36,,2023-04-30,Completed,STR-002,Rep_183,2.2
TXN-123977,CUST-16039,Customer_98610,34,Female,Durban,KwaZulu-Natal,Home & Garden,Bookshelf,4,2096.6,0.0,8386.4,Debit Card,2024-09-18,Completed,STR-050,Rep_119,2.8
TXN-141944,CUST-14524,Customer_66449,24,Male,East London,Eastern Cape,Food & Beverage,Energy Drink  ,1,28.68,0.0,28.68,EFT,2022-09-26,Completed,STR-050,Rep_155,1.7
TXN-136100,CUST-20103,Customer_18574,18,Female,Johannesburg,Gauteng,Sports,Running Shoes,4,1274.31,0.0,5097.24,,2024-01-16,Completed,STR-046,Rep_059,3.1
TXN-136482,CUST-28595,Customer_73159,N/A,Female,Pretoria,Gauteng,Health & Beauty,Perfume,3,802.22,0.0,2406.66,EFT,2024-11-21,Completed,STR-014,Rep_123,4.8
TXN-143571,CUST-20191,Customer_54144,19,male,Pretoria,Gauteng,Clothing,Jacket,3,1299.23,0.2,1612.84,Cash,2024-11-29,Completed,STR-015,Rep_089,1.1
TXN-111510,CUST-23812,Customer_23499,19,Male,Port Elizabeth,Eastern Cape,HEALTH & BEAUTY,Electric Toothbrush,4,476.15,0.0,1904.6,Mobile Pay,2022-02-28,Completed,STR-012,,
TXN-162750,CUST-03841,Customer_52007,44,Female,Durban,KwaZulu-Natal,Health & Beauty,Vitamins,3,195.54,0.0,586.62,Cash,13/45/2023,Completed,STR-034,,4.5
TXN-165964,CUST-21582,Customer_28462,37,Male,Kimberley,Northern Cape,SPORTS,Dumbbell Set,5,794.58,0.0,3972.9,Cash,2024-02-08,Completed,STR-006,Rep_126,
TXN-119163,CUST-23669,Customer_51399,41,Female,Cape Town,Western Cape,HOME & GARDEN,Dining Table,5,5291.34,0.2,21165.36,Mobile Pay,2023-09-26,Returned,STR-002,Rep_156,
TXN-172881,CUST-25567,,31,Male,Cape Town,Western Cape,Health & Beauty,Perfume,5,828.16,0.05,3933.76,Cash,2024-07-12,Completed,STR-013,Rep_150,2.6
TXN-107479,CUST-11691,Customer_14168,18,Male,Johannesburg,Gauteng,Food & Beverage,Tea Set  ,-1,247.67,0.1,1114.51,Credit Card,2024-12-29,Cancelled,STR-018,Rep_173,1.6
TXN-169850,CUST-06499,Customer_22151,32,Female,Polokwane,Limpopo,HEALTH & BEAUTY,Perfume,4,804.34,0.15,2734.76,Mobile Pay,2022-02-20,Returned,STR-048,Rep_197,2.3
TXN-171435,CUST-19626,Customer_11308,29,Female,East London,Eastern Cape,Home & Garden,Couch,1,8142.11,0.15,6920.79,Cash,2022-05-11,Completed,STR-044,Rep_133,
TXN-115166,CUST-24560,Customer_69484,26,Male,Polokwane,Limpopo,Toys,LEGO Set,1,667.36,0.0,667.36,EFT,2022-03-22,Completed,STR-001,Rep_078,4.2
TXN-105680,CUST-08261,Customer_91162,37,Other,Durban,KwaZulu-Natal,HOME & GARDEN,Dining Table,1,5353.49,0.2,9844.43,Cash,2024-05-18,Completed,STR-033,,3.9
TXN-154940,CUST-02368,,50,Female,Pretoria,Gauteng,sports,Dumbbell Set,4,827.51,0.0,3310.04,,N/A,Completed,STR-021,,2.4
TXN-156684,CUST-19531,Customer_74085,67,Female,Polokwane,Limpopo,toys,Doll  ,1,208.15,0.0,208.15,,2022-06-03,Completed,STR-027,Rep_182,1.8
TXN-121265,CUST-03634,Customer_53968,25,Other,Cape Town,Western Cape,Food & Beverage,Protein Bar,1,45.9,0.1,41.31,EFT,2024-04-11,Pending,STR-001,Rep_065,3.9
TXN-146617,CUST-16342,Customer_11822,45,Female,Port Elizabeth,Eastern Cape,Sports,Dumbbell Set  ,2,785.54,0.0,1571.08,EFT,2022-04-23,Completed,STR-048,,3.6
TXN-112261,CUST-01657,Customer_95289,18,Male,Johannesburg,Gauteng,Sports,Dumbbell Set,4,791.89,,3167.56,Mobile Pay,2024-07-21,Completed,STR-014,Rep_070,3.2
TXN-150000,CUST-17464,Customer_20094,26,Other,Durban,KwaZulu-Natal,Food & Beverage,Protein Bar,3,46.56,0.15,118.73,Cash,2024-08-08,Returned,STR-040,Rep_151,3.5
TXN-128425,CUST-01025,Customer_28451,52,Male,Johannesburg,Gauteng,Electronics,Headphones,2,1536.72,0.0,3073.44,Mobile Pay,2022-05-24,Completed,STR-035,Rep_116,2.5
TXN-120549,CUST-20613,Customer_25844,45,,Port Elizabeth,Eastern Cape,Health & Beauty,Vitamins,4,207.33,0.0,829.32,Credit Card,2022-12-02,Completed,STR-026,,1.8
TXN-171036,CUST-26013,Customer_96970,31,unknown,East London,Eastern Cape,Home & Garden,Couch,4,7603.13,0.0,30412.52,Debit Card,2022-01-29,Pending,STR-006,Rep_200,
TXN-166930,CUST-08386,Customer_96310,42,Female,Nelspruit,Mpumalanga,sports,Dumbbell Set,0,767.61,0.2,2456.35,,2023-04-01,Completed,STR-034,Rep_145,4.1
TXN-123119,CUST-26329,Customer_34671,,Male,Nelspruit,Mpumalanga,Toys,Puzzle,3,151.14,0.1,408.08,EFT,2022-11-25,Completed,STR-012,Rep_137,1.9
TXN-118390,CUST-09222,Customer_60914,,Female,Port Elizabeth,Eastern Cape,Toys,Puzzle  ,3,144.01,0.05,410.43,Debit Card,2022-09-30,Cancelled,STR-021,Rep_153,1.8
TXN-126720,CUST-16639,Customer_27448,25,,Nelspruit,Mpumalanga,Sports,Bicycle,5,5207.77,0.05,24736.91,N/A,2023-10-24,Pending,STR-035,Rep_134,2.2
TXN-129598,CUST-29191,,18,Male,  Durban  ,KwaZulu-Natal,Food & Beverage,Tea Set  ,4,255.44,0.1,919.58,Credit Card,2023-05-09,Completed,STR-007,Rep_084,4.4
TXN-141825,CUST-13563,Customer_41362,44,N/A,Port Elizabeth,Eastern Cape,Food & Beverage,Coffee Beans,1,195.22,0.0,195.22,Debit Card,2024-08-07,Completed,STR-025,Rep_170,4.9
TXN-119631,CUST-24269,Customer_22680,68,Other,Durban,KwaZulu-Natal,Health & Beauty,Perfume,2,767.05,0.15,1303.98,EFT,2022-06-07,Returned,STR-012,Rep_014,2.1
TXN-144319,CUST-05588,Customer_60407,,Other,Johannesburg,Gauteng,health & beauty,Electric Toothbrush,3,521.36,0.2,R1251.26,,2023-07-09,Completed,STR-004,Rep_176,3.1
TXN-137778,CUST-14369,Customer_25172,,Other,Nelspruit,,Toys,LEGO Set,4,717.25,0.0,2869.0,EFT,2023-03-18,Completed,STR-014,Rep_144,4.5
TXN-107961,CUST-22359,Customer_95023,21,Male,Kimberley,Northern Cape,Home & Garden,Lamp,2,538.84,,1077.68,Credit Card,2023-03-02,Completed,STR-011,Rep_108,2.5
TXN-143674,CUST-15537,Customer_69920,32,Other,Bloemfontein,Free State,Electronics,Smartphone,3,8980.87,0.0,26942.61,EFT,2024-01-26,Completed,STR-004,Rep_091,2.5
TXN-106910,CUST-28621,Customer_15381,25,Other,Durban,KwaZulu-Natal,Sports,Tennis Racket,1,593.97,0.0,593.97,Debit Card,2024-08-01,Completed,STR-046,Rep_078,1.2
TXN-113112,CUST-20609,Customer_97877,35,Female,Bloemfontein,Free State,Home & Garden,Garden Chair,3,862.25,0.05,2457.41,Debit Card,2022-07-29,Completed,STR-046,Rep_130,
TXN-121048,CUST-27449,Customer_48855,59,Female,East London,Eastern Cape,Home & Garden,Lamp,-1,574.07,0.0,2296.28,Debit Card,27/05/2023,Completed,STR-023,Rep_020,3.0
TXN-148901,CUST-21040,Customer_41370,19,Male,Kimberley,Northern Cape,Clothing,T-Shirt,2,255.32,0.0,510.64,debit,2022-03-21,Pending,STR-026,Rep_161,4.2
TXN-153417,CUST-11818,Customer_14477,43,Other,Nelspruit,Mpumalanga,Home & Garden,Lamp,3,557.79,0.2,1338.7,unknown,2022-02-24,Completed,STR-043,Rep_136,1.6
TXN-164117,CUST-18329,Customer_41364,42,Female,Kimberley,Northern Cape,Toys,Doll,1,190.11,0.2,152.09,Credit Card,2022-10-10,Pending,STR-003,Rep_167,4.3
TXN-110820,CUST-05800,Customer_28088,56,Female,Pretoria,Gauteng,Health & Beauty,Electric Toothbrush,1,498.7,0.05,473.76,EFT,2024-05-16,Returned,STR-040,Rep_090,1.5
TXN-100390,CUST-09764,Customer_80349,59,,Pretoria,Gauteng,Food & Beverage,Energy Drink,3,30.42,0.15,77.57,Cash,not a date,Returned,STR-024,Rep_192,3.3
TXN-140116,CUST-09650,Customer_58038,63,Female,Port Elizabeth,,Food & Beverage,Energy Drink,2,30.23,0.1,54.41,Mobile Pay,2023-03-29,Completed,STR-037,Rep_029,4.8
TXN-101615,CUST-18848,Customer_56096,40,Male,Polokwane,Limpopo,Sports,Tennis Racket,4,609.15,0.15,2071.11,Debit Card,2023-09-25,Completed,STR-039,,3.5
TXN-166317,CUST-11739,Customer_75230,45,Male,Kimberley,Northern Cape,Electronics,Camera,2,7148.49,0.2,11437.58,Credit Card,2022-12-28,Completed,STR-050,Rep_055,4.9
TXN-128111,CUST-23255,Customer_67594,42,Other,Cape Town,Western Cape,Toys,LEGO Set,2,686.87,0.05,1305.05,Cash,2023-02-10,Completed,STR-002,Rep_139,3.2
TXN-126268,CUST-15253,Customer_58051,42,Male,Port Elizabeth,Eastern Cape,Home & Garden,Dining Table,1,5308.74,0.1,4777.87,Mobile Pay,2024-11-30,Completed,STR-015,Rep_083,4.9
TXN-103523,CUST-25183,Customer_72880,42,Female,Cape Town,Eastern Cape,SPORTS,Yoga Mat,4,383.08,0.05,1455.7,Credit Card,2023-06-22,Completed,STR-019,Rep_024,4.6
TXN-135971,CUST-08946,Customer_64833,,Female,Polokwane,Limpopo,home & garden,Dining Table,2,5761.74,0.0,11523.48,,2024-09-10,Completed,STR-022,Rep_134,3.3
TXN-134469,CUST-17480,Customer_45457,,Female,Kimberley,,Home & Garden,Bookshelf,3,1956.78,0.15,4989.79,Debit Card,2024-02-18,Completed,STR-018,,1.2
TXN-146190,CUST-04751,Customer_1088,68,Other,Bloemfontein,Free State,Sports,Bicycle  ,2,5053.55,0.05,9601.75,Debit Card,2024-01-22,Completed,STR-017,Rep_180,2.6
TXN-117295,CUST-20954,Customer_11762,48,Female,Nelspruit,Mpumalanga,Home & Garden,Couch,1,8086.33,0.15,8178.19,EFT,2022-05-06,Completed,STR-013,Rep_015,3.2
TXN-153005,CUST-25396,Customer_98861,56,Male,  Durban  ,KwaZulu-Natal,Food & Beverage,Energy Drink,2,29.36,,58.72,Credit Card,2022-08-12,Pending,STR-004,Rep_014,4.3
TXN-140527,CUST-01844,Customer_44714,55,,Bloemfontein,Free State,HEALTH & BEAUTY,Electric Toothbrush  ,5,490.73,0.0,2453.65,EFT,2024-04-28,Completed,STR-015,,1.4
TXN-158806,CUST-09734,Customer_49373,50,Female,Pretoria,Gauteng,Toys,Doll,1,195.88,0.0,195.88,Mobile Pay,2022-12-04,Completed,STR-039,,2.4
TXN-138832,CUST-20979,Customer_95274,20,Female,Bloemfontein,Free State,HEALTH & BEAUTY,Hair Dryer,1,687.33,0.1,618.6,Mobile Pay,2022-11-24,Completed,STR-006,Rep_178,1.1
TXN-152493,CUST-28755,Customer_2793,18,Female,Cape Town,Western Cape,Electronics,Laptop,5,12537.67,0.0,R62688.35,Mobile Pay,2023-07-16,Completed,STR-010,Rep_043,2.7
TXN-160007,CUST-22675,Customer_86362,42,Female,Pretoria,Gauteng,Health & Beauty,Moisturiser,1,248.66,0.0,248.66,Credit Card,2024-12-14,Completed,STR-015,,4.2
TXN-124729,CUST-16148,Customer_9150,68,Female,Bloemfontein,Free State,Electronics,Camera,4,6773.38,0.1,24384.17,eft,2024-11-19,Pending,STR-001,Rep_005,4.7
TXN-156191,CUST-27904,Customer_5310,56,male,Polokwane,Limpopo,Sports,Tennis Racket,4,609.04,0.1,2192.54,Cash,2022-03-31,Completed,STR-035,Rep_028,
TXN-104676,CUST-27360,Customer_43734,56,Male,East London,Eastern Cape,Food & Beverage,Coffee Beans,1,180.44,0.2,144.35,Credit Card,2024-02-23,Completed,STR-047,Rep_128,2.2
TXN-143299,CUST-12249,Customer_28306,22,Other,Johannesburg,Gauteng,Sports,Bicycle,1,4830.0,,4830.0,Cash,2023-04-26,Completed,STR-031,Rep_130,2.7
TXN-174067,CUST-06626,Customer_47237,56,Female,Durban,KwaZulu-Natal,Clothing,Jacket,2,1310.83,0.0,2621.66,Credit Card,2024-12-06,Completed,STR-002,Rep_172,
TXN-103749,CUST-10564,Customer_91914,41,Female,East London,Eastern Cape,Electronics,Camera,2,7268.17,0.0,14536.34,Mobile Pay,2024-08-06,Completed,STR-006,Rep_131,1.3
TXN-155771,CUST-10595,Customer_18043,44,Female,Cape Town,Western Cape,Home & Garden,Garden Chair,1,864.18,0.15,734.55,Credit Card,2022-11-25,Returned,STR-009,Rep_161,3.3
TXN-168147,CUST-09590,,,Other,Pretoria,Gauteng,Sports,Yoga Mat,3,408.7,0.05,1164.79,EFT,2023-06-03,Pending,STR-043,Rep_048,2.0
TXN-174439,CUST-17759,Customer_23145,46,Female,Port Elizabeth,Eastern Cape,Food & Beverage,Tea Set,2,247.16,,494.32,CASH,2024-04-11,Completed,STR-035,Rep_012,1.1
TXN-166300,CUST-19087,Customer_83419,47,Male,Port Elizabeth,Eastern Cape,Toys,Board Game,1,287.55,0.15,244.42,N/A,2023-01-01,Completed,STR-024,Rep_010,1.7
TXN-151583,CUST-27751,Customer_46183,61,Male,Pretoria,Gauteng,Electronics,Headphones,3,1571.75,0.2,3772.2,Mobile Pay,2023-04-14,Completed,STR-003,Rep_002,2.0
TXN-108759,CUST-29933,Customer_67859,43,Female,Polokwane,Limpopo,Sports,Running Shoes,4,1297.94,0.0,5191.76,Cash,2023-12-12,Completed,STR-034,Rep_017,2.1
TXN-118389,CUST-09049,Customer_16751,38,Other,Bloemfontein,Free State,Health & Beauty,Perfume,4,817.55,0.15,2779.67,Cash,2023-10-15,Cancelled,STR-019,Rep_102,2.1
TXN-163422,CUST-21220,Customer_9965,56,Female,Pretoria,Gauteng,Sports,Running Shoes,1,1235.48,0.0,1235.48,Debit Card,2023-02-05,Pending,STR-027,Rep_105,1.1
TXN-121455,CUST-10001,,26,Male,Polokwane,Limpopo,Clothing,Jeans,5,570.98,0.2,2283.92,Debit Card,2024-01-06,Completed,STR-027,Rep_105,2.1
TXN-136367,CUST-13432,Customer_95561,999,Other,Johannesburg,Gauteng,Clothing,Jeans,3,604.45,0.0,1813.35,EFT,2022-08-18,Completed,STR-015,Rep_016,3.9
TXN-146661,CUST-28307,Customer_52633,67,Male,Pretoria,Gauteng,Electronics,Headphones,2,1487.43,0.15,2528.63,EFT,2022-07-23,Completed,STR-030,Rep_159,3.0
TXN-116023,CUST-12026,Customer_59480,,Male,Durban,KwaZulu-Natal,Home & Garden,Lamp,5,545.77,0.05,1888.96,Cash,2022-03-13,Completed,STR-009,Rep_144,3.2
TXN-171659,CUST-14251,Customer_70413,34,Female,  Polokwane  ,Limpopo,Clothing,Sneakers,4,1027.26,0.1,3698.14,EFT,2023-08-29,Completed,STR-033,Rep_118,2.3
TXN-159747,CUST-11720,Customer_82436,30,Female,Port Elizabeth,Eastern Cape,Home & Garden,Dining Table,3,5343.71,0.1,14428.02,Credit Card,2023-05-12,Completed,STR-020,Rep_001,4.1
TXN-125258,CUST-28266,,19,Other,Port Elizabeth,Eastern Cape,Food & Beverage,Olive Oil,2,123.19,0.05,403.55,Credit Card,2022-11-11,Completed,STR-046,Rep_194,4.3
TXN-100261,CUST-14500,Customer_73179,48,Male,Kimberley,Northern Cape,Clothing,Hoodie,3,575.9,0.05,1641.31,Credit Card,2023-07-27,Completed,STR-027,Rep_052,3.6
TXN-141859,CUST-24291,Customer_38042,68,F,Kimberley,Northern Cape,Clothing,Jacket,2,1332.91,0.1,2399.24,EFT,2022-05-19,Completed,STR-029,Rep_074,
TXN-158780,CUST-16917,Customer_80134,58,Other,Nelspruit,Mpumalanga,Clothing,Jacket,5,1290.45,0.0,6452.25,Cash,2023-11-05,Completed,STR-040,Rep_058,2.2
TXN-157105,CUST-11996,Customer_37850,37,Male,Durban,KwaZulu-Natal,Food & Beverage,Energy Drink,2,29.08,0.15,49.44,Mobile Pay,2023-11-19,Completed,STR-039,Rep_179,3.8
TXN-132550,CUST-10291,Customer_35066,32,unknown,Port Elizabeth,KwaZulu-Natal,Toys,LEGO Set,5,677.25,0.0,3386.25,Mobile Pay,2023-01-11,Completed,STR-009,Rep_147,1.9
TXN-152173,CUST-03326,Customer_45252,23,Male,  East London  ,Eastern Cape,home & garden,Dining Table,1,5653.03,0.0,5653.03,,2022-06-06,Completed,STR-019,Rep_076,
TXN-120526,CUST-03893,Customer_25419,29,Female,Durban,,Home & Garden,Dining Table,2,5761.23,0.0,11522.46,Debit Card,2023-04-14,Completed,STR-031,Rep_089,
TXN-138689,CUST-03004,Customer_97665,61,Male,Bloemfontein,Free State,FOOD & BEVERAGE,Protein Bar,3,43.93,0.2,105.43,Credit Card,2022-09-03,Completed,STR-006,Rep_161,4.2
TXN-168300,CUST-16020,Customer_14002,999,Other,Johannesburg,Gauteng,Food & Beverage,Protein Bar,2,44.71,0.0,89.42,Mobile Pay,27/02/2022,Returned,STR-031,Rep_039,1.1
TXN-120149,CUST-18839,Customer_91470,67,Male,Durban,KwaZulu-Natal,food & beverage,Tea Set,4,258.56,0.2,827.39,,2024-04-09,Completed,STR-039,Rep_015,
TXN-145707,CUST-05511,Customer_62789,20,Other,Johannesburg,Gauteng,Toys,Doll,3,194.7,0.0,584.1,Mobile Pay,2023-04-29,Completed,STR-026,Rep_038,
TXN-103278,CUST-15179,Customer_49423,44,Other,Pretoria,Gauteng,Electronics,Camera,3,6882.56,0.15,17550.53,Cash,2024-10-11,Completed,STR-008,Rep_195,2.7
TXN-155253,CUST-07990,Customer_60581,42,Other,Kimberley,Northern Cape,Home & Garden,Dining Table,1,5659.22,0.0,5659.22,Cash,2023-06-25,Completed,STR-038,Rep_129,1.7
TXN-136912,CUST-26362,Customer_88107,24,Male,East London,Eastern Cape,Food & Beverage,Energy Drink,5,29.34,0.0,146.7,Mobile Pay,2022-11-01,Completed,STR-040,Rep_078,4.7
TXN-163347,CUST-07826,Customer_16659,20,Male,Bloemfontein,Free State,Clothing,Dress,4,769.47,0.0,3077.88,Credit Card,2023-10-12,Completed,STR-036,Rep_081,1.2
TXN-125745,CUST-10937,Customer_26461,58,Male,Port Elizabeth,Eastern Cape,Food & Beverage,Energy Drink,2,29.17,0.0,58.34,Mobile Pay,13/45/2023,Completed,STR-024,Rep_012,5.0
TXN-132039,CUST-02504,Customer_49575,20,Other,Port Elizabeth,Eastern Cape,Health & Beauty,Vitamins,1,191.75,0.2,153.4,EFT,2023-05-27,Completed,STR-023,Rep_022,1.3
TXN-147503,CUST-16550,Customer_72607,,Male,  Bloemfontein  ,Free State,Electronics,Tablet,2,5059.31,0.05,9612.69,Cash,2023-06-23,Completed,STR-041,Rep_096,4.3
TXN-116093,CUST-14409,Customer_38216,62,Female,Bloemfontein,Free State,Food & Beverage,Olive Oil,4,127.62,0.05,484.96,Mobile Pay,2024-11-24,Completed,STR-048,Rep_077,2.9
TXN-167254,CUST-24371,Customer_38239,43,Male,East London,Eastern Cape,Home & Garden,Lamp,5,569.74,0.15,2421.39,Cash,2024-04-27,Returned,STR-004,Rep_073,2.7
TXN-157636,CUST-22790,Customer_22491,57,Male,Kimberley,Northern Cape,Health & Beauty,Electric Toothbrush,1,493.01,0.05,244.99,Mobile Pay,2022-11-21,Returned,STR-018,Rep_088,1.9
TXN-126790,CUST-16475,Customer_71995,23,Male,Johannesburg,Gauteng,HEALTH & BEAUTY,Electric Toothbrush,1,509.13,0.2,407.3,EFT,2024-04-05,Pending,STR-023,Rep_087,3.0
TXN-122203,CUST-27254,Customer_69689,46,Other,Polokwane,Limpopo,Sports,Yoga Mat,4,412.4,0.05,1567.12,Credit Card,2023-08-29,Returned,STR-007,Rep_127,
TXN-159595,CUST-21688,Customer_49825,32,M,Polokwane,Limpopo,Sports,Running Shoes,4,1343.99,0.15,4569.57,Credit Card,2024-12-15,Completed,STR-029,Rep_197,3.3
TXN-103397,CUST-17266,Customer_86407,19,N/A,Bloemfontein,Free State,Health & Beauty,Hair Dryer,5,723.11,0.1,3254.0,Debit Card,2024-12-08,Completed,STR-037,Rep_157,2.9
TXN-170600,CUST-10971,Customer_49601,65,Female,East London,Eastern Cape,Toys,RC Car,1,912.45,0.0,912.45,EFT,2022-10-26,Completed,STR-044,Rep_132,4.1
TXN-131267,CUST-11579,Customer_93509,64,Female,Nelspruit,Mpumalanga,ELECTRONICS,Tablet,3,4973.71,0.2,11936.9,EFT,2023-09-23,Completed,STR-010,Rep_029,4.8
TXN-113129,CUST-20505,,59,Other,Bloemfontein,Free State,Clothing,Sneakers,1,969.28,0.15,823.89,Mobile Pay,2024-03-04,Completed,STR-028,,3.9
TXN-114689,CUST-19344,Customer_47193,,Female,Kimberley,Northern Cape,sports,Running Shoes,3,1282.3,0.0,3846.9,,2024-01-04,Completed,STR-020,Rep_021,1.4
TXN-105139,CUST-26953,Customer_26576,60,Female,East London,Eastern Cape,Sports,Dumbbell Set,5,833.56,0.1,3751.02,EFT,2024-09-13,Returned,STR-049,Rep_014,2.2
TXN-167613,CUST-03572,Customer_85087,50,Female,Durban,KwaZulu-Natal,Toys,Puzzle,5,151.44,0.0,757.2,Cash,2022-10-28,Completed,STR-006,Rep_006,2.2
TXN-133191,CUST-20435,Customer_55763,,Male,Cape Town,Western Cape,Sports,Dumbbell Set,4,819.98,0.2,2623.94,Debit Card,2022-07-28,Completed,STR-044,Rep_111,4.4
TXN-144031,CUST-07603,Customer_59418,44,Other,Port Elizabeth,Eastern Cape,Health & Beauty,Moisturiser,1,250.34,0.2,200.27,credit card,2022-11-13,Completed,STR-046,Rep_163,4.3
TXN-113590,CUST-03340,Customer_85113,30,Male,Johannesburg,Gauteng,Health & Beauty,Vitamins,3,193.73,0.0,581.19,Debit Card,2022-11-18,Completed,STR-019,Rep_004,4.4
TXN-109623,CUST-17149,Customer_28202,25,Other,Port Elizabeth,Eastern Cape,Toys,Puzzle,1,152.6,0.05,144.97,EFT,2023-05-16,Completed,STR-027,Rep_035,
TXN-113553,CUST-27528,Customer_7476,18,Male,Nelspruit,Mpumalanga,Food & Beverage,Coffee Beans,2,183.64,0.0,367.28,Debit Card,2023-02-08,Returned,STR-010,Rep_069,1.1
TXN-163131,CUST-13955,Customer_91258,64,Female,Pretoria,Gauteng,Health & Beauty,Vitamins,1,200.15,0.05,190.14,EFT,2024-04-16,Completed,STR-049,Rep_151,3.9
TXN-102931,CUST-03447,Customer_47545,30,,Cape Town,Western Cape,Clothing,Jeans,4,608.64,0.15,2069.38,Mobile Pay,2023-07-26,Completed,STR-044,Rep_089,2.4
TXN-135290,CUST-03497,Customer_46965,33,Female,Nelspruit,Mpumalanga,Home & Garden,Bookshelf,1,1906.28,0.0,1906.28,Cash,2024-11-15,Completed,STR-048,Rep_041,1.7
TXN-143254,CUST-27103,Customer_14402,51,Female,Nelspruit,Mpumalanga,Clothing,Hoodie,1,538.01,0.0,538.01,Credit Card,2022-12-18,Cancelled,STR-010,,3.9
TXN-135838,CUST-28025,Customer_45019,33,Female,East London,Eastern Cape,Home & Garden,Lamp,3,562.39,0.0,1687.17,Debit Card,2024-01-07,Completed,STR-023,,
TXN-137516,CUST-26053,Customer_16417,69,Female,Bloemfontein,Free State,electronics,Camera,2,6739.78,0.15,11457.63,,2023-08-22,Completed,STR-031,,1.1
TXN-156873,CUST-06366,Customer_62703,42,Other,Bloemfontein,Free State,food & beverage,Energy Drink,4,29.34,0.1,105.62,,2024-02-21,Completed,STR-035,Rep_173,4.4
TXN-143298,CUST-15911,Customer_96504,47,Male,Bloemfontein,Free State,Electronics,Smartphone,1,8576.6,0.05,8147.77,Cash,02/01/2022,Completed,STR-004,Rep_042,2.9
TXN-154975,CUST-17746,Customer_99553,52,Female,Cape Town,Gauteng,Food & Beverage,Protein Bar,0,45.36,0.1,163.3,EFT,2022-08-31,Returned,STR-021,Rep_070,4.3
